id,comment,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,timestamp,version,normalized,svm,phobert,qwen
63,"chịu game, zô game tải tới 78 là cheo ko vô luôn",0,0,0,2,0,0,0,0,0,0,2025-03-20 15:50:27,1.57.1.2,"chịu game, vô game tải tới 78 là treo không vô luôn",chịu game vô game tải tới <NUM> là treo không_vô luôn,"chịu game , vô game_tải tới 78 là treo không vô luôn","chịu game, vô game tải tới 78 là treo không vô luôn"
64,Ghép trận như db ghép lệch trình chs dell j,0,2,0,0,0,0,0,0,0,0,2025-03-28 05:03:20,1.57.1.8,ghép trận như tệ hại ghép lệch trình chơi không được gì,ghép trận như tệ_hại ghép lệch trình chơi không_được gì,ghép trận như tệ_hại ghép lệch trình chơi không được gì,ghép trận như tệ hại ghép lệch trình chơi không được gì
65,vô cái bị văng ra hơi nhiều nha. r bị văng acc nx nha. t nhắc nhở lần cuối,0,0,0,2,0,0,0,0,0,0,2025-03-31 18:44:40,1.57.1.8,vô cái bị văng ra hơi nhiều nha. rồi bị văng tài khoản nữa nha. tôi nhắc nhở lần cuối,vô cái bị văng ra hơi nhiều nha rồi bị văng tài_khoản nữa nha tôi nhắc_nhở lần cuối,vô cái bị văng ra hơi nhiều nha . rồi bị văng tài_khoản nữa nha . tôi nhắc_nhở lần cuối,vô cái bị văng ra hơi nhiều nha. rồi bị văng tài khoản nữa nha. tôi nhắc nhở lần cuối
66,rác của xã hội,0,0,0,0,0,0,0,0,0,0,2025-03-21 23:00:26,1.57.1.2,tệ hại của xã hội,tệ_hại của xã_hội,tệ_hại của xã_hội,tệ hại của xã hội
67,đang chơi bình thường cái bị lỗi ơ hay mong nhà phát hành xem lại giúp em cái!!,0,0,0,2,0,1,0,0,0,0,2025-03-22 16:05:18,1.57.1.2,đang chơi bình thường cái bị lỗi ơ hay mong nhà phát hành xem lại giúp em cái!!,đang chơi bình_thường cái bị lỗi ơ_hay mong nhà phát_hành xem_lại giúp em cái,đang chơi bình_thường cái bị lỗi_ơ hay mong nhà phát_hành xem_lại giúp em cái ! !,đang chơi bình thường cái bị lỗi ơ hay mong nhà phát hành xem lại giúp em cái!!
68,chịu game ghép toàn bọ phá game,0,2,0,0,0,0,0,2,0,0,2025-03-15 01:20:42,1.51.1.2,chịu game ghép toàn bộ phá game,chịu game ghép toàn_bộ phá game,chịu game ghép toàn_bộ phá game,chịu game ghép toàn bộ phá game
69,gem garena liên quân nguu quá uy tín 3.6.1 cũng bị trừ gem này chán,0,0,2,2,0,0,0,0,0,0,2025-03-29 21:06:22,1.57.1.8,game garena liên quân ngu quá uy tín 3.6.1 cũng bị trừ game này chán,game garena liên_quân ngu quá uy_tín <NUM><NUM><NUM> cũng bị trừ game này chán,game garena liên_quân ngu quá uy_tín_3.6.1 cũng bị trừ game này chán,game garena liên quân ngu quá uy tín 3.6.1 cũng bị trừ game này chán
70,game càng ngày càng rác,0,0,0,0,0,0,0,0,0,0,2025-03-26 19:41:02,1.57.1.8,game càng ngày càng tệ hại,game càng ngày_càng tệ_hại,game càng_ngày_càng tệ_hại,game càng ngày càng tệ hại
71,ghép rank như cái đb vậy,0,2,0,0,0,0,0,0,0,0,2025-03-15 21:39:00,1.57.1.2,ghép rank như tệ hại vô cùng,ghép rank như tệ_hại vô_cùng,ghép rank như tệ_hại vô_cùng,ghép rank như tệ hại vô cùng
72,Game càng ngày càng tệ mạng full cây vẫn kêu mạng không ổn định 5g cũng kêu không ổn định? Ghép team thì toàn phá game svat trẻ trâu team bạn thì toàn rank cao? Game thì lỗi tùm lum không thèm khắc phục rất tệ 1 sao là may r nhé?,0,2,0,2,0,2,0,2,0,0,2025-03-11 11:06:55,1.55.1.2,game càng ngày càng tệ mạng full cây vẫn kêu mạng không ổn định 5g cũng kêu không ổn định? ghép team thì toàn phá game tệ hại trẻ trâu team bạn thì toàn rank cao? game thì lỗi tùm lum không thèm khắc phục rất tệ 1 sao là may rồi nhé?,game càng ngày_càng tệ mạng full cây vẫn kêu mạng không_ổn_định 5g cũng kêu không_ổn_định ghép team thì toàn phá game tệ_hại trẻ trâu team bạn thì toàn rank cao game thì lỗi tùm_lum không_thèm khắc_phục rất tệ <NUM> sao là may rồi nhé,game càng_ngày_càng tệ_mạng full cây vẫn kêu_mạng không ổn_định 5 g cũng kêu không ổn_định ? ghép team thì toàn phá game tệ_hại trẻ trâu team bạn thì toàn rank cao ?_game thì lỗi tùm_lum không thèm khắc_phục rất tệ 1 sao là may rồi nhé ?,game càng ngày càng tệ mạng full cây vẫn kêu mạng không ổn định 5g cũng kêu không ổn định? ghép team thì toàn phá game tệ hại trẻ trâu team bạn thì toàn rank cao? game thì lỗi tùm lum không thèm khắc phục rất tệ 1 sao là may rồi nhé?
73,game ko hay,0,0,0,0,0,0,0,0,0,0,2025-03-20 17:11:52,1.57.1.2,game không hay,game không_hay,game không hay,game không hay
74,Khi thoát ra vào lại game đang trong trận thì rất lâu và trừ uy tí khi tố cáo trong khi moi người không afk phá game,0,0,0,2,0,0,0,2,0,0,2025-03-30 21:19:34,1.57.1.8,khi thoát ra vào lại game đang trong trận thì rất lâu và trừ uy tín khi tố cáo trong khi mọi người không afk phá game,khi thoát ra vào lại game đang trong trận thì rất lâu và trừ uy_tín khi tố_cáo trong khi mọi người không_afk phá game,khi thoát ra_vào lại game đang trong trận thì rất lâu và trừ uy_tín khi tố_cáo trong khi mọi người không afk phá game,khi thoát ra vào lại game đang trong trận thì rất lâu và trừ uy tín khi tố cáo trong khi mọi người không afk phá game
75,đã tải gói tài nguyên xong nhưng một hai ngày lại bị xoá và phải tải lại. Đã lang rồi còn phải tốn thời gian tải,0,0,0,2,0,0,0,0,0,0,2025-03-24 14:32:27,1.57.1.8,đã tải gói tài nguyên xong nhưng một hai ngày lại bị xóa và phải tải lại. đã lag rồi còn phải tốn thời gian tải,đã tải gói tài_nguyên xong nhưng một_hai ngày lại bị xóa và phải tải lại đã lag rồi còn phải tốn thời_gian tải,đã tải_gói tài_nguyên xong nhưng một_hai ngày lại bị xóa và phải tải lại . đã lag rồi còn phải tốn thời_gian tải,đã tải gói tài nguyên xong nhưng một hai ngày lại bị xóa và phải tải lại. đã lag rồi còn phải tốn thời gian tải
76,vào game cứ đứng im hoài,0,0,0,2,0,0,0,0,0,0,2025-03-22 17:43:04,1.57.1.8,vào game cứ đứng im hoài,vào game cứ đứng im_hoài,vào game cứ đứng im hoài,vào game cứ đứng im hoài
77,dcu game rank như đb ý đánh fisst 0 10 0 8 bố cầy thuê ko cứu đc đánh toàn gặp sv vs bot,0,2,0,0,0,0,0,2,0,0,2025-03-14 20:54:42,1.57.1.2,tệ hại game rank như tệ hại ý đánh fisst 0 10 0 8 bố cày thuê không cứu được đánh toàn gặp tệ hại và bot,tệ_hại game rank như tệ_hại ý đánh fisst <NUM> <NUM> <NUM> <NUM> bố cày thuê không_cứu được đánh toàn gặp tệ_hại và bot,tệ_hại game rank như tệ_hại ý đánh fisst 0 10 0 8 bố cày thuê không cứu được đánh toàn gặp tệ_hại và bot,tệ hại game rank như tệ hại ý đánh fisst 0 10 0 8 bố cày thuê không cứu được đánh toàn gặp tệ hại và bot
78,Game kiểu có mấy thành phần rác vãi game chs vui mà cứ chửi r phá game mà tố cao thì ko phát hiện hành vi,0,0,0,0,0,2,0,2,0,0,2025-03-04 21:51:30,1.57.1.2,game kiểu có mấy thành phần tệ hại vô cùng game chơi vui mà cứ chửi rồi phá game mà tố cáo thì không phát hiện hành vi,game kiểu có mấy thành_phần tệ_hại vô_cùng game chơi vui mà cứ chửi rồi phá game mà tố_cáo thì không_phát_hiện_hành_vi,game kiểu có mấy thành_phần tệ_hại vô_cùng game chơi vui mà cứ chửi rồi phá game mà tố_cáo thì không phát_hiện hành_vi,game kiểu có mấy thành phần tệ hại vô cùng game chơi vui mà cứ chửi rồi phá game mà tố cáo thì không phát hiện hành vi
79,Bị hack acc yêu cầu hỗ trợ tài khoản,0,0,0,2,0,2,0,0,0,0,2025-03-14 11:45:19,1.57.1.2,bị hack tài khoản yêu cầu hỗ trợ tài khoản,bị hack tài_khoản yêu_cầu hỗ_trợ tài_khoản,bị hack tài_khoản yêu_cầu hỗ_trợ tài_khoản,bị hack tài khoản yêu cầu hỗ trợ tài khoản
80,game lỏ,0,0,0,0,0,0,0,0,0,0,2025-03-24 11:35:32,1.57.1.2,game lỗi,game lỗi,game lỗi,game lỗi
81,Cơ ché ghép trận như dái chó,0,2,0,0,0,0,0,0,0,0,2025-03-12 23:12:42,1.57.1.2,cơ chế ghép trận như tệ hại,cơ_chế ghép trận như tệ_hại,cơ_chế ghép trận như tệ_hại,cơ chế ghép trận như tệ hại
82,"dung lượng quá nhiều, quá lang,ko tải đc",0,0,0,2,0,0,0,0,0,0,2025-03-29 19:45:28,1.57.1.8,"dung lượng quá nhiều, quá lag, không tải được",dung_lượng quá nhiều quá lag không_tải được,"dung_lượng quá nhiều , quá lag , không tải được","dung lượng quá nhiều, quá lag, không tải được"
83,Nhà sản xuất game xếp trận gì toàn gặp oc,0,2,0,0,0,2,0,2,0,0,2025-03-11 22:06:00,1.57.1.2,nhà sản xuất game xếp trận gì toàn gặp tệ hại,nhà sản_xuất game xếp trận gì toàn gặp tệ_hại,nhà_sản_xuất game xếp trận gì toàn gặp tệ_hại,nhà sản xuất game xếp trận gì toàn gặp tệ hại
84,Vì tính năng chat khóa mõm và nhiều con nít nên tao đã xóa game và chuyển qua chơi Liên minh tốc chiến,0,0,0,0,2,0,0,2,0,0,2025-03-03 22:42:34,1.49.1.3,vì tính năng chat khóa mõm và nhiều con nít nên tao đã xóa game và chuyển qua chơi liên minh tốc chiến,vì tính_năng chat khóa mõm và nhiều con_nít nên tao đã xóa_game và chuyển qua chơi liên_minh tốc chiến,vì tính_năng chat khóa_mõm và nhiều con_nít nên tao đã xóa_game và chuyển qua chơi liên_minh_tốc chiến,vì tính năng chat khóa mõm và nhiều con nít nên tao đã xóa game và chuyển qua chơi liên minh tốc chiến
85,game như lồng đèn,0,0,0,0,0,0,0,0,0,0,2025-03-02 23:33:49,1.57.1.2,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
86,Chiêu 2 yan không còn như xưa:(,0,0,0,0,2,0,0,0,1,0,2025-03-01 10:41:43,1.57.1.2,chiêu 2 yan không còn như xưa,chiêu <NUM> yan không_còn như xưa,chiêu 2 yan không còn như xưa,chiêu 2 yan không còn như xưa
87,Chơi toàn thua 😡,0,2,0,0,0,0,0,0,0,2,2025-03-09 16:09:12,1.57.1.2,chơi toàn thua,chơi toàn thua,chơi toàn thua,chơi toàn thua
88,"game như l, đăng nhập vào cứ bị văng",0,0,0,2,0,0,0,0,0,0,2025-03-28 20:26:20,1.57.1.8,"game tệ hại, đăng nhập vào cứ bị văng",game tệ_hại đăng_nhập vào cứ bị văng,"game tệ_hại , đăng_nhập vào cứ bị văng","game tệ hại, đăng nhập vào cứ bị văng"
89,game rác không chơi thì hơn,0,0,0,0,0,0,0,0,0,0,2025-03-23 13:49:11,1.57.1.8,game tệ hại không chơi thì hơn,game tệ_hại không_chơi thì hơn,game tệ_hại không chơi thì hơn,game tệ hại không chơi thì hơn
90,Garena ăn chặn tôi 100k,0,0,2,0,0,0,0,0,0,0,2025-03-29 14:44:28,1.57.1.8,garena ăn chặn tôi 100k,garena ăn_chặn tôi 100k,garena ăn_chặn tôi 100 k,garena ăn chặn tôi 100k
91,"Game quá tệ trong việc xử lí tố cáo và hành vi phá game, afk từ đầu đến cuối game mà không được bù sao, rất là bức xúc. Đang chs game mạng full vạch tự nhiên văng game rồi khi load lại lại trừ 20 uy tín, không còn gì để nói",0,2,0,2,0,2,0,2,0,0,2025-03-02 22:34:25,1.57.1.2,"game quá tệ trong việc xử lí tố cáo và hành vi phá game, afk từ đầu đến cuối game mà không được bù sao, rất là bức xúc. đang chơi game mạng full vạch tự nhiên văng game rồi khi load lại lại trừ 20 uy tín, không còn gì để nói",game quá tệ trong việc xử_lí tố_cáo và hành_vi phá game afk từ đầu đến cuối game mà không_được bù sao rất là bức_xúc đang chơi game mạng full vạch tự_nhiên văng game rồi khi load lại lại trừ <NUM> uy_tín không_còn gì để nói,"game quá_tệ trong việc xử_lí tố_cáo và hành_vi phá game , afk từ đầu đến cuối game mà không được bù_sao , rất là bức_xúc . đang chơi game_mạng full_vạch tự_nhiên văng game rồi khi load lại_lại trừ 20 uy_tín , không còn gì để nói","game quá tệ trong việc xử lí tố cáo và hành vi phá game, afk từ đầu đến cuối game mà không được bù sao, rất là bức xúc. đang chơi game mạng full vạch tự nhiên văng game rồi khi load lại lại trừ 20 uy tín, không còn gì để nói"
92,game loll,0,0,0,0,0,0,0,0,0,0,2025-03-22 22:12:54,1.57.1.2,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
93,"Đăng nhập nhiều vị trí cùng lúc nó có gây hại lozz j mà sao trừ 20 uy tín, thà trừ afk thì ko nói, mẹ trừ nhảm thế",0,0,0,0,2,0,0,0,0,0,2025-03-04 07:57:41,1.55.1.2,"đăng nhập nhiều vị trí cùng lúc nó có gây hại vô cùng gì mà sao trừ 20 uy tín, thà trừ afk thì không nói, tệ hại trừ nhảm thế",đăng_nhập nhiều vị_trí cùng lúc nó có gây hại vô_cùng gì mà sao trừ <NUM> uy_tín thà trừ afk thì không_nói tệ_hại trừ nhảm_thế,"đăng_nhập nhiều vị_trí cùng lúc nó có gây hại vô_cùng gì mà sao trừ 20 uy_tín , thà_trừ afk thì không nói , tệ_hại trừ nhảm thế","đăng nhập nhiều vị trí cùng lúc nó có gây hại vô cùng gì mà sao trừ 20 uy tín, thà trừ afk thì không nói, tệ hại trừ nhảm thế"
94,game chs tí trừ uy tín. có ng khác vào nik lúc đang chs cx trừ game l,0,0,0,0,2,0,0,0,0,0,2025-03-22 07:35:31,1.57.1.8,game chơi tí trừ uy tín. có người khác vào tài khoản lúc đang chơi cũng trừ game tệ hại,game chơi tí trừ uy_tín có người khác vào tài_khoản lúc đang chơi cũng trừ game tệ_hại,game chơi tí_trừ uy_tín . có người khác vào tài_khoản lúc đang chơi cũng trừ game tệ_hại,game chơi tí trừ uy tín. có người khác vào tài khoản lúc đang chơi cũng trừ game tệ hại
95,dở,0,0,0,0,0,0,0,0,0,0,2025-03-04 20:32:02,1.57.1.2,dở,dở,dở,dở
96,ko nên chs game này,0,0,0,0,0,0,0,0,0,0,2025-03-28 01:44:50,1.57.1.8,không nên chơi game này,không_nên chơi game này,không nên chơi game này,không nên chơi game này
97,game chơi mà có rất nhiều người chơi afk mà ko sử lý thua thì mất sao ko đc bồi thường thì game sao tồn tại đc tui chơi game lâu rồi mà vẫn ko sử lý đc tình huống này thì chịu rồi game thủ chơi nạp VIP để chải nghiệm tốt hơn mà tui gắn bó với tựa game này khá lâu rồi giờ nói ko phải đêu chứ giờ tui vip9 mà còn chải nghiệm ko tốt thì sao game tồn tại lâu đc,0,2,2,0,0,2,0,2,0,0,2025-03-19 23:32:28,1.57.1.2,game chơi mà có rất nhiều người chơi afk mà không xử lý thua thì mất sao không được bồi thường thì game sao tồn tại được tui chơi game lâu rồi mà vẫn không xử lý được tình huống này thì chịu rồi game thủ chơi nạp vip để trải nghiệm tốt hơn mà tui gắn bó với tựa game này khá lâu rồi giờ nói không phải điêu chứ giờ tui vip9 mà còn trải nghiệm không tốt thì sao game tồn tại lâu được,game chơi mà có rất nhiều người chơi afk mà không_xử_lý thua thì mất sao không_được bồi_thường thì game sao tồn_tại được tui chơi game lâu rồi mà vẫn không_xử_lý được tình_huống này thì chịu rồi game thủ chơi nạp vip để trải nghiệm tốt hơn mà tui gắn_bó với tựa game này khá lâu rồi giờ nói không_phải điêu chứ giờ tui vip9 mà còn trải nghiệm không_tốt thì sao game tồn_tại lâu được,game chơi mà có rất nhiều người chơi afk mà không xử_lý thua thì mất sao không được bồi_thường thì game sao tồn_tại được tui chơi game lâu rồi mà vẫn không xử_lý được tình_huống này thì chịu rồi game_thủ chơi nạp vip để trải_nghiệm tốt hơn mà tui gắn_bó với tựa game này khá lâu rồi giờ nói không phải điêu chứ giờ tui vip9 mà_còn trải_nghiệm không tốt thì sao game tồn_tại lâu được,game chơi mà có rất nhiều người chơi afk mà không xử lý thua thì mất sao không được bồi thường thì game sao tồn tại được tui chơi game lâu rồi mà vẫn không xử lý được tình huống này thì chịu rồi game thủ chơi nạp vip để trải nghiệm tốt hơn mà tui gắn bó với tựa game này khá lâu rồi giờ nói không phải điêu chứ giờ tui vip9 mà còn trải nghiệm không tốt thì sao game tồn tại lâu được
