review,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty
hy vọng nhà phát hành sửa lại cái phần tố cáo khi coi lịch sử đấu vẫn có thể tố cáo được người chơi,0,0,0,0,1,1,0,0,0,0
game như tệ hại. mới vào bắt đầu chơi rõ ràng không rời máy mà cứ nói là lưu ý rồi trừ điểm vô cớ rõ ràng không phạm lỗi. rõ ràng lăng mạ người khách mà vẫn không trừ điểm được mãi vẫn chưa khắc phục. vô vòng tròn rồi mà không chộ tia sáng chiếu vào khiến đội bị thua. và đề nghị là không cho bọn trẻ con vào chơi làm ảnh hưởng đến trận đấu,0,0,0,0,2,1,0,2,0,1
không biết sao không cập nhật được?,0,0,0,2,0,0,0,0,0,0
fix giúp tôi cái vào trận mà bị lỗi đang kết nối với 4 trận rồi,0,0,0,2,0,2,0,0,0,0
"tệ hại hệ thống ghép trận như tệ hại bạch kim tinh anh???, team mình như rình ai tắm, team bạn như tuyển thủ nhất là cái rank nát bk ấy tệ hại toàn gặp mấy con đi smurf, quả meta như tệ hại cân bằng tướng lỗi xếp chung toàn phá game mà không cho tố cáo chat một câu thì bị cấm chat",0,2,0,0,2,0,0,2,0,0
"game tệ hại vào trận thì không được rồi bị afk luôn, ghép team thì toàn tệ hại gì không",0,2,0,2,0,0,0,2,0,0
sao cập nhật rồi mà lại không vô được,0,0,0,2,2,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
đánh cờ liên quân cho đồ toàn đồ thủ. không dame không hồi mana thì thắng bại tại bọn làm game tệ hại,0,0,0,0,2,2,0,0,0,0
afk nhiều,0,2,0,0,0,0,0,2,0,0
nhắn có chữ mà cũng khóa,0,0,0,0,0,2,0,0,0,0
cần cho mất ít dung lượng lại chơi cứ bị báo là hết dung lượng,0,0,0,2,0,0,0,0,0,0
"tài khoản bị mất, tài khoản bị cấm chơi mà trong khi không mod hay hack",0,0,0,2,0,2,0,0,0,0
game tệ hại chơi,0,0,0,0,0,0,0,0,0,0
đúng hết mà không vô được game,0,0,0,2,0,0,0,0,0,0
toàn phá game afk,0,0,0,0,0,0,0,2,0,0
vote gì chớ vẫn chơi,0,0,0,0,0,0,0,0,0,0
game rất hay đơ đang chơi cứ bị out ra game lag rồi đi trừ uy tín,0,0,0,2,2,0,0,0,0,0
game tệ hại cập nhật tối ngày,0,0,0,2,0,2,0,0,0,0
ghép không đúng rank ghép lũ tệ hại chơi không ép người chơi.,0,2,0,0,0,0,0,2,0,0
"làm ra con tướng bilow không biết cân bằng game à, tướng gì mà chiêu 2 đánh thường 2s thấy lên bảng rồi, làm chậm 90 nữa, garena chưa tự chơi game mình làm ra hay sao ??????",0,0,0,0,2,2,0,0,2,0
"toàn người chat hỏi tôi có dâm không? và tôi rất mệt mỏi vì điều này. đây là game chơi giải trí chứ không phải là nơi động dục, nơi tìm người tình bạn giường,... nên là game thật sự chứ không phải là nơi mà chỉ biết đến tình dục.",0,0,0,0,0,0,0,2,0,0
"mẹ chơi cứ trừ uy tín , không biết lý do gì mà cứ trừ uy tín , bực mình thật sự",0,0,0,0,2,0,0,0,0,0
update xong lag vô cùng,0,0,0,2,0,0,0,0,0,0
lag và lỗi đăng nhập vô cùng,0,0,0,2,0,0,0,0,0,0
game tệ hại mẹ kiếp tôi mới tải là ghép chúng chiến tướng chiến thần nha tệ hại. chênh lệch hạng hơi cao rồi đấy game tệ hại không bằng mlbb ghép chênh lệch hạng vô cùng,0,2,0,0,0,0,0,0,0,0
"game lỗi, vào game cứ hiện ra con violet, không chơi được",0,0,0,2,0,0,0,0,1,0
cái lúc nó feed cho team bạn hơn chục mạng thì chỉ bị trừ max có 7 uy tín mà mình feed 1 trận lại bị trừ hơn 10 uy tín có lúc tố cáo đứa feed còn không được,0,2,0,0,2,2,0,2,0,0
game tệ hại chả hiểu kiểu đếch gì mà wifi bình thường nhưng cứ lâu lâu bị văng game bị phạt afk trừ nát mẹ cái uy tín nhưng rõ là wifi của tôi bình thường tệ hại,0,0,0,2,2,0,0,0,0,0
"game tệ hại, quy đổi sự kiện trên gg mà chả được gì, kết nối tài khoản mà nó hiện chưa kết nối game vui lòng giải quyết hộ",0,0,0,2,0,2,2,0,0,0
game bây giờ nặng quá nên tối ưu dung lượng lại dùm chứ nặng quá máy nào chịu nổi,0,0,0,2,0,1,0,0,0,0
game như tệ hại thoát ra xong vô lại nó cứ bị giật dự không nên tải cho những máy yếu máy tui rất mạnh mà nó giật khiến tôi khó chịu nhưng mà game cũng rất là hay,0,0,0,2,0,0,0,0,0,0
game lỗi trầm trọng,0,0,0,2,0,0,0,0,0,0
đang vô thì bị kích ra rồi trừ uy tín nhà phát hành nên coi lại,0,0,0,2,2,1,0,0,0,0
game tệ hại lỗi ghép trận rồi tài khoản tao?,0,2,0,2,2,2,0,0,0,0
toàn gặp tệ hại,0,2,0,0,0,0,0,2,0,0
game tệ hại vô cùng nếu thua chắc toàn chuỗi 5 6 còn thắng trận này trận sau thua đấu 1v1 thì toàn mấy thằng cầm van vô đẩy trụ yêu cầu xóa valhein govera bị cấm khỏi map 1v1,0,2,0,0,2,0,0,2,0,0
game để cái tố cáo cho có thôi à gặp người phá game tố cáo thì bảo tìm hiểu thêm đã vậy ghép đội thì lệch rank,0,2,0,0,0,2,0,2,0,0
"mong anh gà giải thích cái này hộ em với , team đi đánh rank 5vs5 mà team tui thần ad afk từ đầu game tới cuối , mà team cầm cự qua phút 15 ,xong team mình thua , mà tổng kết trận lại bị trừ sao là sao vậy anh gà , mong anh giải thích giúp em",0,2,0,0,2,2,0,2,0,0
grenada đâu game không cho vô là sao giỡn mặt hả,0,0,0,2,0,2,0,0,0,0
game tệ hại ghép rank toàn gặp gì không,0,2,0,0,0,0,0,2,0,0
"bỏ cái kiểu mà chết 1 lần là lại tăng thời gian đi trời ơi, cao nhất tầm 35 40 giây thôi",0,0,0,0,2,0,0,0,0,0
game thì chẳng đăng nhập được rõ ràng là mới chơi?!,0,0,0,2,0,0,0,0,0,0
con vợ làm quả covidnewyear bá thôi vô cùng,0,0,0,0,0,0,0,0,0,0
tệ hại garena bảo ghép cùng trình mà 6x đánh như lũ bạch kim,0,2,0,0,0,2,0,2,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
game quá tệ dung lượng thì chiếm quá nhiều vào game thì toxic chơi game gặp thể loại afk quá nhiều,0,0,0,2,0,0,0,2,0,0
suốt ngày văng game cày uy tín mệt chết mong nhà phát hành chỉnh sửa lại game,0,0,0,2,0,1,0,0,0,0
yêu cầu sửa lỗi game nha chơi mà văng game mấy lần game còn lag nữa mạng 5 cục mà không chơi được tệ hại,0,0,0,2,0,2,0,0,0,0
"game hack tràn lan, hệ thống kiểm duyệt ngôn ngữ quá tệ, những từ ngữ cần cấm thì không cấm, những từ ngữ bình thường lại cấm, trải nghiệm quá tệ. game càng ngày càng đi xuống. có quá nhiều lỗi cơ bản game còn không sửa được. nói thẳng ra là game càng ngày càng tệ hại.",0,0,0,2,0,2,0,2,0,0
game kiểu gì đây không vào trận được phải chờ tận 10p đã thế còn hay văng làm ăn kiểu vậy mà coi được à,0,2,0,2,0,2,0,0,0,0
cao thủ thì 5 sao tinh anh thì 1 sao,0,1,0,0,0,0,0,0,0,0
tôi khá là ức chế phần tố cáo của game khi mà có mấy đứa phá game kiểu như cố ý chết hay cố ý không giao tranh nhưng lại không trừ uy tín còn mấy người chơi game bình thường thì lại bị trừ uy tín mà không rõ lí do,0,0,0,0,2,2,0,2,0,0
phiên bản s3 chưa vào được,0,0,0,2,0,0,0,0,0,0
cập nhật cái cờ liên quân tệ hại,0,0,0,0,2,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
cờ liên quân cũng hay nhưng lỗi là volkat 6 vàng lên 3 sao thì chưa kịp đánh tự biến mất khỏi bản đồ .,0,0,0,2,0,0,0,0,2,0
chơi thắng hay thua thì cũng kêu là afk tôi có chơi mà?,0,0,0,2,0,0,0,0,0,0
"vào game báo lỗi đường truyền liên tục dù mạng khỏe, không thấy fix lỗi",0,0,0,2,0,2,0,0,0,0
hiện mình vẫn chưa được cập nhật game nữa,0,0,0,2,0,0,0,0,0,0
lâu lâu lại không vào được trận,0,0,0,2,0,0,0,0,0,0
game thì cái gì cũng tốt trừ cái ghép trận không cân bằng tí nào rank cao thủ mà ghép trận cho toàn tinh anh,0,2,0,0,0,0,0,0,0,0
team hai thằng afk vẫn bị trừ sao,0,2,0,0,0,0,0,2,0,0
vô sự kiện lỗi vô cùng loading thì không được,0,0,0,2,0,0,1,0,0,0
"cho ghép trận không ra gì thì thôi đi, afk từ đầu tới cuối trận đánh tích cực mà vẫn trừ sao, lỗi không khắc phục game tệ hại",0,2,0,2,2,2,0,2,0,0
"vào game thì báo mất kết nối xong trừ uy tín hết, tệ hại game tệ hại, game tệ hại",0,0,0,2,2,0,0,0,0,0
game cấu kết buff bẩn vô cùng nhiều khi dame bên team bạn to vô cùng tốt nhất đừng tải,0,2,0,2,0,0,0,2,0,0
game quá tốn dung lượng,0,0,0,2,0,0,0,0,0,0
"garena phân biệt giàu nghèo , skin xịn mvp , skin nghèo không được mvp cho dù kda lớn tới mức nào cũng chỉ cho skin giàu mvp",1,0,2,0,2,0,0,0,0,0
ghép lệch rank phát sợ luôn,0,2,0,0,0,0,0,0,0,0
game tệ hại mạng full cây còn lag,0,0,0,2,0,0,0,0,0,0
ghép kiểu gì vậy 48 sao xuống 28 sao,0,2,0,0,0,0,0,0,0,0
"chơi game thì trận trước gặp thằng phá game ,trận đấu vẫn gặp nó , tệ hại thua vừa tệ hại vừa trừ sao là sao",0,2,0,0,2,0,0,2,0,0
"tối ưu hóa tệ, cân bằng tướng tệ nâng giảm tướng tùm lum, tướng cũ gần như out meta hết, nói chung là tệ",0,2,0,2,2,0,0,0,0,0
game quá hay tuyệt vời không có gì để chê. game vui 10 luôn,0,0,0,0,0,0,0,0,0,0
game không còn như ngày không được vui vẻ khiến game không được giải trí,0,0,0,0,0,0,0,0,0,0
tải về quá chậm,0,0,0,2,0,0,0,0,0,0
game gì mà 1 ngày lên uy tín rồi đánh không phá game mà nó tự tính phá game đánh trừ uy tín hoài đánh cái gì 90 uy tín đánh mấy được mà nó 1 ngày lên 3 uy tín đang 83 uy tín không afk uy tín phá hoài không đánh rank game như tệ hại xóa mẹ luôn game tệ hại,0,0,0,2,2,0,0,0,0,0
nói thật thì nhà phát hành game trừ uy tín quá là vô lý bực mình thật game lại quá hút máu shop đá quý thì....... nhiều thứ khác bực cả mình,0,0,2,0,2,2,0,0,0,0
"mỗi lần cập nhật là phải tải lại tất cả từ đầu, thật lâu và phiền phức",0,0,0,2,0,0,0,0,0,0
game như một đống hỗn độn thua xa bên mlbb,0,0,0,0,0,0,0,0,0,0
lỗi game tệ hại bực hết cả mình trừ hết uy tín cứ bị văng game,0,0,0,2,2,0,0,0,0,0
tệ hại ghép toàn server game tệ hại,0,2,0,0,0,0,0,2,0,0
game ghép toàn đồng đội không tệ hại,0,2,0,0,0,0,0,2,0,0
cập nhật xong vô game mười trận vẫn lag hết mười trận đã vậy còn bị trừ uy tín rán cày để đủ uy tín chơi hạng mà càng cày càng tuột uy tín không hiểu game luôn bộ cập nhật lùi hay gì vậy ạ bỏ tiền ra mua skin cho đẹp mà đổi sang cái bậc hình khác nhìn tệ hại vô cùng,2,0,1,2,0,2,0,0,0,0
khi thoát ra vào lại game đang trong trận thì rất lâu và trừ uy tín khi tố cáo trong khi mọi người không afk phá game,0,0,0,2,0,0,0,2,0,0
garena chơi đấu hạng ghép team toàn gánh phá game còn team địch thì ai nấy cũng biết chơi không phá game không hài lòng,0,2,0,0,0,0,0,2,0,0
thề game cập nhật xong game có rất nhiều lỗi khi vào trận không được rồi bị tố cáo một cách không chính xác với người chơi tôi thấy game nên cải thiện những lỗi đó nhanh hơn !!,0,0,0,2,2,2,0,0,0,0
rồi sao tải lại mất đăng nhập facebook với garena rồi .mất tài khoản lãng xẹt thật chứ,0,0,0,2,0,0,0,0,0,0
game ghép trận như tệ hại bạch kim gặp chiến thần,0,2,0,0,0,0,0,0,0,0
"đăng nhập nhiều vị trí cùng lúc nó có gây hại vô cùng gì mà sao trừ 20 uy tín, thà trừ afk thì không nói, tệ hại trừ nhảm thế",0,0,0,0,2,0,0,0,0,0
chơi game ghép toàn server thua toàn chuỗi 10,0,2,0,0,0,0,0,2,0,0
game tệ hại văng hoài,0,0,0,2,0,0,0,0,0,0
tải được rồi nhưng tệ hại vào được,0,0,0,2,0,0,0,0,0,0
"game lỗi không fix gì cả. chơi cờ thì bị văng game hoài, đánh 5v5 thì lỗi chiêu",0,0,0,2,2,2,0,0,0,0
game tệ hại đang với cái đứng như tượng không vô nữa làm ai hại afk,0,0,0,2,0,0,0,0,0,0
làm chung sức tài khoản off lâu mà vào giúp được có 10 điểm thôi lỗi à,0,0,0,2,0,0,0,0,0,0
hút máu ghê vô cùng,0,0,2,0,0,0,0,0,0,0
chơi thường toàn gặp afk mà vào rank thì ghép đội thua cả con bò,0,2,0,0,0,0,0,2,0,0
đấu thường cũng trừ uy tín à?,0,0,0,0,2,0,0,0,0,0
game toàn phá game chơi thua 14 trận liên tiếp mặc dù chơi rất giỏi,0,2,0,0,0,0,0,2,0,0
có các sự kiện không đăng nhập được,0,0,0,2,0,0,1,0,0,0
ghép trận tệ hại phá game,0,2,0,0,0,0,0,2,0,0
"tôi không hiểu game kiểu gì, hôm trước vừa bảo cập nhật, tôi đã cập nhật rồi và đã chơi được , hôm sau muốn vào chơi mà không đăng nhập được là sao vậy .",0,0,0,2,0,0,0,0,0,0
mất cúp đồng đội thì như tệ hại má,0,2,0,0,0,0,0,2,0,0
ghép đội tệ hại,0,2,0,0,0,0,0,0,0,0
"game khó chịu vô cùng, mỗi lần có sự kiện mới là văng tài khoản ra là sao nữa vậy game, sáng giờ đăng nhập vào không được luôn á. sự kiện cona tui nạp biết bao nhiêu để chuẩn bị cho sự kiện mà bây giờ tui đăng nhập vào thì không cho. ủa là sao nữa vậy game",0,0,2,2,0,2,1,0,0,0
chứ một khoảng thời gian là cập nhật nghĩ người chơi rảnh và thừa mb quá chứ gì,0,0,0,2,0,0,0,0,0,0
"ghép trận tệ hại, nhiều góc lag, bấm chiêu nhưng không thấy",0,2,0,2,2,0,0,2,0,0
cập nhật nhiều lag và ghép đồng đội toàn sinh viên không biết chơi khó có thể gánh mấy quả tạ rank cao thủ3,0,2,0,2,0,0,0,2,0,0
fix lại đấu trường sinh tồn nha người đẹp,0,0,0,2,0,1,0,0,0,0
game bị lỗi load trận vẫn chưa fix,0,0,0,2,0,2,0,0,0,0
tệ hại,0,0,0,0,0,0,0,0,0,0
game lỗi dặn game hoài,0,0,0,2,0,0,0,0,0,0
chơi lên rank rồi lại bị tuột hơn càng ngày càng lag,0,2,0,2,0,0,0,0,0,0
"game không hoàn toàn thắng bại tại kỹ năng, thế thôi.",0,0,0,0,2,0,0,0,0,0
tự nhiên cái ban tài khoản người ta,0,0,0,2,0,0,0,0,0,0
tự nhiên tụt rank cần xem xét lại,0,2,0,0,0,0,0,0,0,0
bị lỗi không hiển thị số liệu,0,0,0,2,0,0,0,0,0,0
mình chơi rất bình thường cho tới khi mình tải full tài nguyên thì lại bắt mình tải lại tệ hại game,0,0,0,2,0,0,0,0,0,0
"chơi game gặp ghép toàn afk, không biết chơi, chơi ngu thua liên tục. lên cao thủ, trong trận team afk bảo không mất sao phá lệ các kiểu xong ra ngoài vẫn bị trừ nếu vẫn trừ thì bảo không mất làm cái gì mà làm như rank cao thủ trở lên là rank cao lắm mà không mất sao gặp toàn tệ hại. đã thế mvp bại xuất sắc không một trừ sao đúng 1 lần 1 ngày, nên sửa ngay cứ mvp bại trên 9.0 là không mất sao, thứ hai là sửa thằng trong team afk thì cả team không mất sao từ chiến tướng trở xuống, sao không cho đánh giá 0 sao nhỉ",0,2,0,0,2,1,0,2,0,2
"lỗi chat như vậy còn không biết chỉnh à. ngoài sảnh nhắn bình thường 1 câu thôi phải bắt nhắn 3 4 lần. vô trận thì nhắn 1 lần bị cấm chat 24h, nói chuyện bình thường không hiểu sao bị cấm. xem xét mà chỉnh lại chứ mấy từ đó ảnh hưởng lắm mới ,... mắc cái gì mà không được",0,0,0,2,0,2,0,0,0,0
ghép trận rất kì dù rank cao mà không có đủ trình độ để chơi chọn những con khó hiểu dành lane đánh đần không hiểu tiếng người,0,2,0,0,0,0,0,2,0,0
trả skin cho tao tài khoản mụ veera slay,1,0,0,0,0,0,0,0,1,0
game giờ toàn bị văng muốn được chơi 1 trận cũng không được,0,0,0,2,0,0,0,0,0,0
hai từ thôi game tệ hại,0,0,0,0,0,0,0,0,0,0
"lag, chơi quá nhiều người tranh đường, hack map, phá game",0,2,0,2,0,0,0,2,0,0
game bị lỗi,0,0,0,0,0,0,0,0,0,0
game lag như chó chơi không được làm ăn như tệ hại mạng thì bình thường mà chơi cứ lag lag còn tự chơi nữa,0,0,0,2,0,0,0,0,0,0
"chơi game hay gặp nhiều thành phần phá game hack map rồi aim, trải nghiệm tố cáo thì chả ra làm sao gây nhiều ức chế",0,0,0,2,0,2,0,2,0,0
"game nhiều thành phần toxic , phá game và hack , nên cải thiện tình trạng này chứ không nên tập trung vào sự kiện, hợp tác, skill .nên cải thiện thêm nhiều thứ vậy....mong nhà phát hành đọc được",0,0,0,2,0,1,0,2,0,0
ai gặp lỗi như tôi không đang đợi vô trận mà nó không cho vô kêu kết nối lại trong khi đó mạng phun cây nói chung game giờ tệ hại,0,0,0,2,0,0,0,0,0,0
lồng tiếng tệ hại,0,0,0,0,0,0,0,0,0,0
hơi ấy nha. giật lag thì kinh điển luôn. nặng máy nữa,0,0,0,2,0,0,0,0,0,0
toàn chơi với bọn tệ hại đánh không ra gì,0,2,0,0,0,0,0,2,0,0
tuy năng máy nhưng rất hay và ngầu nữa,0,0,0,2,0,0,0,0,0,0
làm ơn ghép trận có não tí đi chiến tướng ghép cả chiến thần với tinh anh cùng 1 trận thì chơi kiểu gì???,0,2,0,0,0,0,0,0,0,0
tôi đã mất tất cả,0,0,0,0,0,0,0,0,0,0
"đang chơi tự nhiên văng xong vô lại thì lâu, mạng thì rõ mạnh, rồi bị tố cáo trừ uy tín",0,0,0,2,2,0,0,0,0,0
game lỗi liên tục quà bồi thường thì không có vô game cứ để đang kết nối tưởng mạng yếu ra đăng ký 3g đăng ký xong vẫn không vô được uy tín trừ liên tục đánh rank không được mạng tố cáo thì như tệ hại nó afk tố cáo không được nói chung làm game như tệ hại,0,2,0,2,2,2,0,2,0,0
game chơi vui nhưng rất lâu vào,0,0,0,2,0,0,0,0,0,0
"game càng ngày càng chán, chán không phải là vì game không cập nhật mà chơi gặp toàn bọn phá game chơi không còn vui nữa",0,0,0,1,1,0,0,2,0,0
